"ch","part","comp","whole","idx","len","x","y","w","h"
"譙","0","訁","護","0","7","15","20","79","216"
"譙","1","焦","蕉","3","12","96","15","147","222"
"譫","0","訁","護","0","7","13","27","83","201"
"譫","1","詹","澹","3","13","77","6","164","232"
"護","0","訁","護","0","7","10","29","79","199"
"護","1","蒦","護","7","13","86","15","154","225"
"譽","0","與","舉","0","14","7","15","241","131"
"譽","1","言","譽","13","7","31","136","199","114"
"讂","0","訁","詼","0","7","19","28","67","201"
"讂","1","敻","瓊","4","15","84","19","155","227"
"讎","0","隹","雉","5","8","14","9","86","229"
"讎","1","言","辯","7","7","105","20","55","218"
"讎","2","隹","雉","5","8","159","4","92","237"
"讞","0","訁","訝","0","7","9","23","57","191"
"讞","1","獻","獻","0","0","74","9","162","226"
"豇","0","豆","逗","3","7","6","40","112","187"
"豇","1","工","工","0","0","120","46","115","181"
"豭","0","豕","豚","6","7","3","31","99","207"
"豭","1","叚","遐","3","9","110","26","127","216"
"豳","0","山","山","0","0","32","14","198","235"
"豳","1","豕","逐","3","7","50","50","66","158"
"豳","2","豕","家","3","7","145","48","71","159"
"豶","0","豕","逐","3","7","13","37","93","196"
"豶","1","賁","賁","0","0","94","23","158","224"
"貅","0","豸","貍","0","7","2","24","101","210"
"貅","1","休","休","0","0","85","5","148","239"
"貔","0","豸","貊","0","7","11","28","101","210"
"貔","1","囟","媲","3","6","120","15","99","116"
"貔","2","比","仳","2","4","116","141","127","100"
"貰","0","世","世","0","0","25","17","201","71"
"貰","1","貝","貳","5","7","18","109","211","143"
"貺","0","貝","貳","5","7","9","28","94","218"
"貺","1","兄","兄","0","0","101","20","136","223"
"賕","0","貝","貳","5","7","9","32","83","200"
"賕","1","求","球","4","7","103","24","140","219"
"贄","0","執","執","0","0","13","9","232","114"
"贄","1","貝","貳","5","7","16","128","202","119"
"贓","0","貝","贓","0","7","13","30","63","205"
"贓","1","臧","臧","0","0","75","33","168","215"
"趄","0","走","趟","0","7","15","21","222","217"
"趄","1","且","且","0","0","99","31","140","169"
"趑","0","走","趣","0","7","15","21","222","217"
"趑","1","次","次","0","0","115","20","124","188"
"趖","0","走","趟","0","7","15","19","222","219"
"趖","1","坐","挫","3","7","104","17","124","177"
"蹩","0","敝","敝","0","0","28","14","215","107"
"蹩","1","足","足","0","0","19","132","215","113"
"軜","0","車","軍","2","7","6","17","119","214"
"軜","1","內","內","0","0","131","14","104","228"
"軫","0","車","輕","0","7","4","20","116","222"
"軫","1","㐱","參","6","5","114","12","118","234"
"軲","0","車","軸","0","7","8","19","116","221"
"軲","1","古","古","0","0","106","33","139","212"
"軹","0","車","連","3","7","7","14","120","222"
"軹","1","只","咫","4","5","121","34","125","198"
"軺","0","車","連","3","7","9","10","121","226"
"軺","1","召","迢","3","5","115","36","118","199"
"輗","0","車","連","3","7","11","21","100","216"
"輗","1","兒","兒","0","0","98","28","140","210"
"輮","0","車","連","3","7","4","15","108","226"
"輮","1","柔","柔","0","0","95","27","151","220"
"轆","0","車","連","3","7","1","15","112","226"
"轆","1","鹿","麝","0","11","98","16","146","235"
"轑","0","車","連","3","7","1","11","112","227"
"轑","1","尞","嘹","3","12","94","12","149","230"
"轗","0","車","連","3","7","1","11","101","226"
"轗","1","感","感","0","0","88","15","159","225"
"轙","0","車","連","3","7","1","12","108","226"
"轙","1","義","儀","2","13","104","20","136","228"
"轟","0","車","車","0","0","17","10","222","138"
"轟","1","車","連","3","7","9","120","122","135"
"轟","2","車","軍","2","7","121","119","122","136"
"轤","0","車","連","3","7","5","11","99","226"
"轤","1","盧","爐","4","16","92","11","148","230"
"辯","0","辛","辛","0","0","1","16","94","234"
"辯","1","言","譽","13","7","95","13","67","228"
"辯","2","辛","辛","0","0","156","19","93","229"
"迍","0","辶","遮","0","3","4","30","230","218"
"迍","1","屯","屯","0","0","83","24","147","190"
"迸","0","辶","遞","0","3","8","33","224","217"
"迸","1","并","并","0","0","86","23","149","187"
"逑","0","辶","遮","0","3","7","26","232","216"
"逑","1","求","求","0","0","84","20","154","191"
"逶","0","辶","遮","0","3","7","26","232","216"
"逶","1","委","委","0","0","75","27","154","190"
"遛","0","辶","遮","0","3","7","26","232","216"
"遛","1","留","留","0","0","78","26","154","186"
"遯","0","辶","遮","0","3","7","26","232","216"
"遯","1","豚","豚","0","0","89","23","154","188"
"遶","0","辶","遮","0","3","4","39","236","210"
"遶","1","堯","繞","6","12","74","23","164","186"
"邅","0","辶","遮","0","3","7","26","232","216"
"邅","1","亶","顫","0","13","75","25","154","183"
"邈","0","辶","遁","0","3","7","26","232","216"
"邈","1","貌","藐","3","14","64","22","173","196"
"邋","0","辶","遮","0","3","7","26","232","216"
"邋","1","巤","獵","3","15","89","18","154","196"
"邗","0","干","刊","0","3","21","35","123","198"
"邗","1","阝","郵","8","2","160","25","95","214"
"邯","0","甘","甘","0","0","6","15","148","223"
"邯","1","阝","郵","8","2","161","23","94","217"
"邳","0","丕","胚","6","5","11","28","133","181"
"邳","1","阝","郵","8","2","165","26","86","214"
"邴","0","丙","陋","2","5","20","29","123","198"
"邴","1","阝","郵","8","2","168","28","83","212"
"郝","0","赤","赤","0","0","20","20","135","208"
"郝","1","阝","郵","8","2","170","34","81","214"
"鄔","0","烏","烏","0","0","18","8","123","222"
"鄔","1","阝","郵","8","2","169","38","83","209"
"鄞","0","堇","勤","0","11","16","18","130","200"
"鄞","1","阝","郵","8","2","171","26","80","214"
"鄲","0","單","單","0","0","8","20","152","222"
"鄲","1","阝","郵","8","2","169","31","86","204"
"酢","0","酉","酉","0","0","18","29","112","203"
"酢","1","乍","柞","4","5","128","20","110","220"
"酲","0","酉","酋","2","7","13","31","101","203"
"酲","1","呈","呈","0","0","114","26","132","205"
"酶","0","酉","酋","2","7","13","26","101","213"
"酶","1","每","梅","4","7","112","12","124","223"
"醅","0","酉","酣","0","7","14","32","97","203"
"醅","1","咅","倍","2","8","114","18","133","224"
"醊","0","酉","酋","2","7","16","29","85","201"
"醊","1","叕","綴","6","8","114","24","124","216"
"醍","0","酉","酉","0","0","14","28","95","197"
"醍","1","是","堤","3","9","103","27","140","210"
"醐","0","酉","酋","2","7","12","27","87","195"
"醐","1","胡","葫","3","9","103","14","128","228"
"醚","0","酉","酉","0","0","11","29","85","203"
"醚","1","迷","迷","0","0","101","25","139","222"
"醛","0","酉","酩","0","7","13","31","95","203"
"醛","1","荃","荃","0","0","96","21","142","214"
"醢","0","酉","酉","0","0","12","30","88","199"
"醢","1","右","若","3","5","99","22","128","114"
"醢","2","皿","盂","3","5","107","158","137","75"
"醪","0","酉","酬","0","7","16","29","93","202"
"醪","1","翏","繆","6","11","114","28","124","214"
"醮","0","酉","酣","0","7","13","30","94","199"
"醮","1","焦","憔","3","12","105","23","139","214"
"醱","0","酉","酉","0","0","13","29","81","194"
"醱","1","發","撥","3","12","94","15","141","227"
"醴","0","酉","酋","2","7","13","34","93","202"
"醴","1","豊","澧","3","13","102","19","147","219"
"釭","0","釒","釵","0","8","14","29","99","204"
"釭","1","工","工","0","0","98","52","139","182"
"釱","0","釒","鍥","0","8","15","19","91","210"
"釱","1","大","大","0","0","106","18","131","221"
"鈃","0","釒","鍥","0","8","9","16","107","219"
"鈃","1","开","邢","0","4","113","41","123","211"
"鈇","0","釒","釧","0","8","7","20","102","213"
"鈇","1","夫","芙","3","4","99","19","136","221"
"鈒","0","釒","鍥","0","8","14","26","96","203"
"鈒","1","及","吸","3","4","91","40","149","206"
"鈦","0","釒","鍥","0","8","20","21","91","209"
"鈦","1","太","太","0","0","101","17","136","221"
"鈹","0","釒","鍥","0","8","7","17","105","214"
"鈹","1","皮","皴","7","5","97","27","146","205"
"鈿","0","釒","鍥","0","8","11","22","103","214"
"鈿","1","田","苗","3","5","129","37","97","204"
"鉅","0","釒","釧","0","8","8","25","105","205"
"鉅","1","巨","苣","3","5","128","31","115","213"
"鉆","0","釒","釧","0","8","16","26","99","211"
"鉆","1","占","占","0","0","137","21","110","219"
"鉏","0","釒","鍥","0","8","13","20","96","205"
"鉏","1","且","俎","4","5","94","31","161","198"
"鉚","0","釒","鍬","0","8","6","20","105","214"
"鉚","1","卯","柳","4","5","124","18","111","230"
"鉞","0","釒","鎂","0","8","10","26","98","210"
"鉞","1","戉","越","7","5","123","30","113","220"
"鉦","0","釒","鏽","0","8","15","26","93","205"
"鉦","1","正","正","0","0","105","40","137","190"
"鉧","0","釒","鍥","0","8","5","20","102","209"
"鉧","1","母","母","0","0","96","38","150","206"
"銃","0","釒","鍥","0","8","12","19","98","210"
"銃","1","充","統","6","5","112","13","129","231"
"銍","0","釒","釧","0","8","8","28","98","210"
"銍","1","至","至","0","0","105","36","138","200"
"銚","0","釒","鍥","0","8","9","18","96","209"
"銚","1","兆","桃","4","6","107","24","134","214"
"銨","0","釒","釧","0","8","6","27","99","206"
"銨","1","安","安","0","0","102","17","138","222"
"銲","0","釒","鐮","0","8","15","23","92","210"
"銲","1","旱","趕","7","7","102","28","149","209"
"鋃","0","釒","鍥","0","8","8","18","93","210"
"鋃","1","良","狼","3","7","119","19","124","214"
"鋋","0","釒","鍥","0","8","8","18","92","210"
"鋋","1","延","涎","3","8","90","36","159","211"
"鋌","0","釒","鍥","0","8","8","18","92","210"
"鋌","1","廷","蜓","6","7","89","30","152","214"
"鋗","0","釒","鐺","0","8","16","28","96","209"
"鋗","1","肙","狷","3","7","132","24","95","212"
"鋙","0","釒","鐺","0","8","12","17","98","210"
"鋙","1","吾","衙","6","7","103","33","149","203"
"鋡","0","釒","鐮","0","8","11","27","96","213"
"鋡","1","含","含","0","0","104","16","134","220"
"鋦","0","釒","鍥","0","8","10","25","96","210"
"鋦","1","局","局","0","0","105","32","126","219"
"鋰","0","釒","鎂","0","8","18","26","92","210"
"鋰","1","里","裡","5","7","105","38","150","192"
"錙","0","釒","鏈","0","8","11","22","102","208"
"錙","1","甾","緇","6","8","121","19","121","218"
"錡","0","釒","釧","0","8","8","30","102","202"
"錡","1","奇","奇","0","0","101","23","141","222"
"錧","0","釒","鎔","0","8","18","22","91","210"
"錧","1","官","菅","3","8","105","13","136","231"
"錮","0","釒","鍥","0","8","11","22","102","208"
"錮","1","固","固","0","0","121","33","114","214"
"鍑","0","釒","鍥","0","8","9","18","96","209"
"鍑","1","复","馥","9","9","105","20","136","218"
"鍚","0","釒","釧","0","8","7","29","98","206"
"鍚","1","昜","腸","6","9","101","27","143","215"
"鍤","0","釒","釧","0","8","13","23","92","210"
"鍤","1","臿","插","3","9","114","27","130","207"
"鍭","0","釒","鍥","0","8","10","17","82","209"
"鍭","1","侯","侯","0","0","79","19","158","221"
"鍼","0","釒","鍥","0","8","7","22","91","210"
"鍼","1","咸","咸","0","0","85","13","162","231"
"鎘","0","釒","釧","0","8","13","24","93","207"
"鎘","1","鬲","隔","2","10","117","36","124","203"
"鎧","0","釒","釧","0","8","12","23","93","210"
"鎧","1","豈","豈","0","0","101","23","137","210"
"鎩","0","釒","鍥","0","8","7","18","86","215"
"鎩","1","殺","殺","0","0","92","22","150","221"
"鐈","0","釒","鐺","0","8","11","28","87","201"
"鐈","1","喬","喬","0","0","92","21","143","222"
"鐊","0","釒","鍥","0","8","3","24","85","205"
"鐊","1","陽","陽","0","0","99","31","148","210"
"鐎","0","釒","鍥","0","8","10","27","96","209"
"鐎","1","焦","蕉","3","12","102","17","138","220"
"鐐","0","釒","鍥","0","8","6","19","92","210"
"鐐","1","尞","嘹","3","12","101","13","139","229"
"鐔","0","釒","鍥","0","8","9","32","96","196"
"鐔","1","覃","蕈","3","12","100","25","140","221"
"鐗","0","釒","鐮","0","8","12","22","94","201"
"鐗","1","閒","閒","0","0","116","31","120","210"
"鐙","0","釒","鍥","0","8","11","28","96","201"
"鐙","1","登","磴","5","12","90","20","151","212"
"鐫","0","釒","鍥","0","8","8","25","94","201"
"鐫","1","雋","雋","0","0","97","12","145","228"
"鐮","0","釒","鍥","0","8","9","22","92","203"
"鐮","1","廉","濂","3","13","90","13","155","230"
"鐲","0","釒","釧","0","8","11","23","94","208"
"鐲","1","蜀","蜀","0","0","104","27","136","215"
"鐳","0","釒","鍥","0","8","17","22","84","209"
"鐳","1","雷","雷","0","0","107","30","132","198"
"鐸","0","釒","鐺","0","8","4","26","94","204"
"鐸","1","睪","睪","0","0","99","28","139","220"
"鐺","0","釒","鐺","0","8","6","24","96","209"
"鐺","1","當","當","0","0","106","20","134","222"
"鑊","0","釒","鍥","0","8","18","17","83","218"
"鑊","1","蒦","護","7","13","96","15","151","222"
"鑷","0","釒","釧","0","8","9","22","83","207"
"鑷","1","聶","囁","3","18","90","25","153","221"
"閜","0","門","闢","0","8","30","25","198","223"
"閜","1","可","阿","2","5","46","122","145","107"
"閫","0","門","問","0","8","30","29","194","212"
"閫","1","困","捆","3","7","75","111","103","107"
"閹","0","門","閑","0","8","24","27","203","212"
"閹","1","奄","菴","3","8","48","90","152","128"
"閼","0","門","閃","0","8","24","27","203","212"
"閼","1","於","菸","3","8","49","97","152","141"
"闕","0","門","闢","0","8","32","15","190","234"
"闕","1","欮","厥","2","10","49","95","160","135"
"闢","0","門","闔","0","8","30","27","196","218"
"闢","1","辟","劈","0","13","48","97","158","125"
"阢","0","阝","郵","8","2","25","30","76","200"
"阢","1","兀","兀","0","0","96","42","137","199"
"陂","0","阝","郵","8","2","27","23","74","232"
"陂","1","皮","皺","10","5","86","13","160","240"
"陟","0","阝","郵","8","2","21","17","64","238"
"陟","1","步","步","0","0","62","18","176","231"
"隤","0","阝","郵","8","2","20","26","67","218"
"隤","1","貴","貴","0","0","77","14","165","236"
"隼","0","隹","雀","3","8","14","7","218","144"
"隼","1","十","早","4","2","23","149","221","97"
"雒","0","各","骼","9","6","18","15","103","213"
"雒","1","隹","雀","3","8","118","3","119","225"
"雩","0","雨","露","0","8","15","25","232","86"
"雩","1","亏","圬","3","3","12","125","230","125"
"露","0","雨","露","0","8","24","20","212","75"
"露","1","路","路","0","0","31","101","202","138"
"霹","0","雨","露","0","8","26","25","211","72"
"霹","1","辟","擘","0","13","14","105","221","141"
"靚","0","青","菁","3","8","8","11","128","235"
"靚","1","見","見","0","0","113","30","135","219"
"靯","0","革","鞘","0","9","4","20","123","214"
"靯","1","土","去","0","3","119","15","113","208"
"靳","0","革","革","0","0","5","18","121","213"
"靳","1","斤","芹","3","4","118","23","122","222"
"靷","0","革","革","0","0","3","24","121","213"
"靷","1","引","蚓","6","4","124","27","122","222"
"靸","0","革","鞅","0","9","3","23","121","213"
"靸","1","及","吸","3","4","108","37","125","209"
"靽","0","革","鞘","0","9","8","18","111","220"
"靽","1","半","半","0","0","112","19","133","225"
"鞀","0","革","革","0","0","15","16","106","220"
"鞀","1","召","迢","3","5","119","30","114","204"
"鞇","0","革","革","0","0","16","21","98","219"
"鞇","1","因","茵","3","6","133","33","100","214"
"鞢","0","革","革","0","0","6","22","101","216"
"鞢","1","枼","葉","3","9","99","18","145","226"
"鞮","0","革","鞘","0","9","8","24","117","216"
"鞮","1","是","題","0","9","106","23","139","215"
"韙","0","是","題","0","9","13","22","106","220"
"韙","1","韋","韋","0","0","113","10","123","210"
"響","0","鄉","響","0","12","11","11","233","117"
"響","1","音","響","11","9","25","126","214","119"
"頇","0","干","羋","4","3","11","29","97","207"
"頇","1","頁","顧","12","9","104","31","149","214"
"頏","0","亢","骯","9","4","10","22","101","206"
"頏","1","頁","顧","12","9","111","26","126","205"
"頜","0","合","翕","0","6","6","20","120","204"
"頜","1","頁","顧","12","9","113","32","127","205"
"頞","0","安","安","0","0","9","12","115","219"
"頞","1","頁","顧","12","9","122","33","125","205"
"顧","0","雇","雇","0","0","7","18","118","219"
"顧","1","頁","顧","12","9","129","31","115","206"
"顴","0","雚","歡","0","17","16","17","125","215"
"顴","1","頁","顧","12","9","132","33","116","204"
"餑","0","飠","餛","0","8","14","24","95","208"
"餑","1","孛","荸","3","7","101","18","142","223"
"餚","0","飠","饞","0","8","12","21","99","208"
"餚","1","肴","肴","0","0","95","15","143","232"
"餬","0","飠","饞","0","8","8","18","88","208"
"餬","1","胡","葫","3","9","93","15","139","225"
"餮","0","殄","殄","0","0","25","14","220","93"
"餮","1","食","食","0","0","13","97","221","145"
"餳","0","飠","饞","0","8","12","20","100","212"
"餳","1","昜","陽","2","9","101","23","145","219"
"饃","0","飠","饞","0","8","11","25","101","208"
"饃","1","莫","莫","0","0","106","18","137","224"
"饈","0","飠","餽","0","8","10","20","95","215"
"饈","1","羞","羞","0","0","102","19","137","225"
"饊","0","飠","餡","0","8","9","21","89","208"
"饊","1","散","撒","3","12","92","20","155","220"
"饋","0","飠","饞","0","8","12","19","99","208"
"饋","1","貴","遺","3","12","99","24","153","219"
"饌","0","飠","饞","0","8","14","21","95","208"
"饌","1","巽","選","3","12","105","22","137","219"
"饕","0","號","號","0","0","29","12","211","115"
"饕","1","食","食","0","0","12","126","222","116"
"饗","0","鄉","響","0","12","21","8","219","106"
"饗","1","食","食","0","0","17","111","212","134"
"駮","0","馬","驀","10","10","10","28","102","214"
"駮","1","交","蛟","6","6","115","11","112","234"
"騂","0","馬","驀","10","10","13","29","86","204"
"騂","1","辛","辛","0","0","106","17","134","228"
"騅","0","馬","驚","12","10","12","29","87","202"
"騅","1","隹","雉","5","8","108","14","135","218"
"騏","0","馬","驀","10","10","14","31","91","189"
"騏","1","其","淇","3","8","109","24","134","221"
"騩","0","馬","驚","12","10","15","30","82","202"
"騩","1","鬼","魅","0","10","93","12","139","232"
"騭","0","陟","陟","0","0","34","20","203","103"
"騭","1","馬","馮","2","10","29","129","191","114"
"騮","0","馬","驀","10","10","11","33","86","200"
"騮","1","留","留","0","0","112","20","126","213"
"騶","0","馬","驀","10","10","12","29","90","203"
"騶","1","芻","芻","0","0","98","12","135","234"
"驁","0","敖","鼇","0","11","11","11","227","119"
"驁","1","馬","驚","12","10","24","131","198","113"
"驊","0","馬","驚","12","10","12","31","84","197"
"驊","1","華","華","0","0","106","16","137","230"
"驍","0","馬","驀","10","10","13","35","80","194"
"驍","1","堯","繞","6","12","103","22","140","220"
"髀","0","骨","骨","0","0","11","27","103","209"
"髀","1","卑","俾","2","8","117","21","137","216"
"髕","0","骨","猾","3","10","9","28","96","213"
"髕","1","賓","儐","2","14","111","29","130","217"
"髖","0","骨","骨","0","0","9","30","102","208"
"髖","1","寬","寬","0","0","106","18","135","220"
"髟","0","镸","肆","0","7","17","30","127","196"
"髟","1","彡","彰","11","3","136","18","104","217"
"髡","0","髟","鬆","0","10","12","21","224","125"
"髡","1","兀","兀","0","0","28","157","216","86"
"髣","0","髟","髭","0","10","8","19","232","106"
"髣","1","方","坊","3","4","15","136","218","108"
"髫","0","髟","髭","0","10","9","18","232","106"
"髫","1","召","迢","3","5","21","133","198","113"
"髴","0","髟","髮","0","10","10","16","227","107"
"髴","1","弗","拂","3","5","17","125","224","118"
"髹","0","髟","鬚","0","10","9","15","232","106"
"髹","1","休","咻","3","6","17","129","218","115"
"鬈","0","髟","髭","0","10","8","14","233","93"
"鬈","1","卷","卷","0","0","12","111","229","137"
"鬟","0","髟","髭","0","10","12","15","224","87"
"鬟","1","睘","環","4","13","12","107","230","137"
"鬩","0","鬥","鬧","0","10","27","23","193","215"
"鬩","1","兒","兒","0","0","54","99","137","124"
"鬮","0","鬥","鬥","0","0","33","10","199","233"
"鬮","1","龜","龜","0","0","55","95","150","131"
"鬾","0","鬼","魁","0","10","1","18","248","236"
"鬾","1","支","枝","4","4","128","21","111","201"
"魍","0","鬼","魁","0","10","1","12","241","241"
"魍","1","罔","罔","0","0","134","27","91","181"
"魎","0","鬼","魁","0","10","3","14","241","240"
"魎","1","兩","兩","0","0","117","39","130","170"
"魠","0","魚","魚","0","0","13","27","115","216"
"魠","1","乇","托","3","3","113","30","130","212"
"魨","0","魚","鰱","0","11","13","27","115","216"
"魨","1","屯","沌","3","4","132","35","105","212"
"鮐","0","魚","鱸","0","11","9","25","115","216"
"鮐","1","台","苔","3","5","123","24","120","212"
"鮒","0","魚","鱗","0","11","11","27","108","216"
"鮒","1","付","付","0","0","116","18","119","227"
"鮭","0","魚","鱸","0","11","9","27","108","206"
"鮭","1","圭","圭","0","0","109","23","131","214"
"鯀","0","魚","鱸","0","11","8","19","115","223"
"鯀","1","系","係","2","7","115","22","124","222"
"鯁","0","魚","鱗","0","11","10","19","110","224"
"鯁","1","更","甦","0","7","110","36","138","210"
"鯛","0","魚","鱗","0","11","13","21","104","219"
"鯛","1","周","週","3","8","112","26","117","210"
"鯝","0","魚","鰾","0","11","14","24","106","208"
"鯝","1","固","固","0","0","129","35","106","210"
"鯢","0","魚","鱸","0","11","16","22","94","212"
"鯢","1","兒","兒","0","0","108","26","126","207"
"鯰","0","魚","鱸","0","11","13","22","101","215"
"鯰","1","念","捻","3","8","112","18","130","219"
"鰈","0","魚","鱸","0","11","7","19","109","219"
"鰈","1","枼","葉","3","9","96","23","142","225"
"鰲","0","敖","敖","0","0","10","13","226","112"
"鰲","1","魚","魚","0","0","28","123","204","121"
"鰹","0","魚","鱸","0","11","9","23","93","213"
"鰹","1","堅","鏗","8","11","108","37","125","192"
"鱈","0","魚","鱸","0","11","17","22","93","213"
"鱈","1","雪","雪","0","0","108","35","137","201"
"鱒","0","魚","鱗","0","11","12","27","100","208"
"鱒","1","尊","樽","4","12","101","21","145","221"
"鱘","0","魚","鱸","0","11","8","23","100","208"
"鱘","1","尋","尋","0","0","105","23","143","215"
"鱣","0","魚","鯊","7","11","13","19","89","209"
"鱣","1","亶","顫","0","13","99","15","141","215"
"鱺","0","魚","鱸","0","11","3","15","95","224"
"鱺","1","麗","邐","3","19","91","26","145","210"
"鳧","0","鳥","鴛","5","11","32","9","200","173"
"鳧","1","几","咒","6","2","16","177","205","70"
"鴞","0","号","號","0","5","12","34","107","200"
"鴞","1","鳥","鴨","5","11","119","15","115","223"
"鴟","0","氐","邸","0","5","25","25","89","205"
"鴟","1","鳥","鴛","5","11","113","16","120","214"
"鴳","0","安","安","0","0","13","15","109","221"
"鴳","1","鳥","鴨","5","11","119","15","115","224"
"鵃","0","舟","船","0","6","19","15","104","221"
"鵃","1","鳥","鴦","5","11","120","14","115","224"
"鵰","0","周","週","3","8","16","26","97","202"
"鵰","1","鳥","鳥","0","0","125","17","112","218"
"鶚","0","咢","鄂","0","9","11","29","115","210"
"鶚","1","鳥","鳥","0","0","125","21","109","214"
"鶺","0","脊","脊","0","0","10","23","113","219"
"鶺","1","鳥","鴦","5","11","123","17","112","221"
"鶻","0","骨","骯","0","10","12","28","109","215"
"鶻","1","鳥","鴦","5","11","122","17","107","219"
"鷃","0","晏","晏","0","0","13","25","121","213"
"鷃","1","鳥","鳥","0","0","127","13","107","227"
"鷲","0","就","就","0","0","17","18","222","94"
"鷲","1","鳥","鳥","0","0","34","114","187","129"
"鷸","0","矞","橘","4","12","4","29","135","210"
"鷸","1","鳥","鴦","5","11","134","16","107","223"
"鸛","0","雚","歡","0","17","11","19","124","214"
"鸛","1","鳥","鳥","0","0","133","15","98","221"
"鸝","0","麗","邐","3","19","13","30","123","212"
"鸝","1","鳥","鳩","2","11","140","16","99","224"
"麇","0","鹿","麝","0","11","10","1","230","221"
"麇","1","禾","禾","0","0","37","170","211","85"
"麈","0","鹿","麝","0","11","8","7","230","215"
"麈","1","主","蛀","6","5","47","165","194","73"
"麠","0","鹿","麝","0","11","3","8","236","150"
"麠","1","畺","薑","3","13","42","129","195","116"
"麮","0","麥","麥","0","0","6","12","128","227"
"麮","1","去","去","0","0","129","40","111","200"
"黥","0","黑","嘿","3","12","8","32","108","192"
"黥","1","京","就","0","8","112","24","130","223"
"黿","0","元","阮","2","4","21","22","211","70"
"黿","1","黽","鼇","10","13","37","104","197","138"
"鼐","0","乃","秀","5","2","13","16","219","64"
"鼐","1","鼎","鼎","0","0","14","79","205","162"
"鼯","0","鼠","鼴","0","13","20","26","109","205"
"鼯","1","吾","唔","3","7","118","36","131","201"
"齎","0","齊","齋","0","14","8","6","234","215"
"齎","1","貝","貳","5","7","51","172","134","76"
"齔","0","齒","齪","0","15","13","13","130","227"
"齔","1","匕","匕","0","0","164","23","79","226"
"齶","0","齒","齪","0","15","12","19","115","218"
"齶","1","咢","鄂","0","9","121","28","120","219"
"龕","0","合","拿","0","6","14","18","228","90"
"龕","1","龍","寵","3","16","10","112","231","127"
"𨬍","0","釒","銓","0","8","6","23","90","215"
"𨬍","1","隋","墮","0","12","95","24","153","210"
"𨽍","0","阝","陡","0","2","26","26","78","206"
"𨽍","1","賣","犢","4","15","89","14","159","215"
"𩉾","0","革","勒","0","9","6","17","122","223"
"𩉾","1","甲","閘","8","5","140","25","112","216"
"𩌈","0","革","韁","0","9","1","17","122","223"
"𩌈","1","索","索","0","0","106","3","123","230"
"𩍜","0","革","革","0","0","1","17","122","223"
"𩍜","1","睪","睪","0","0","114","17","123","225"
"𩍿","0","革","革","0","0","1","17","101","223"
"𩍿","1","薄","薄","0","0","113","17","123","225"
"𩎃","0","革","靶","0","9","2","16","96","223"
"𩎃","1","燮","燮","0","0","96","17","141","225"
